"id","arrondissement_id","street_id"
"2942","29","967"
"2978","29","978"
"2981","29","979"
"3020","29","995"
"3031","29","1000"
"3038","29","1003"
"3050","29","1007"
"3067","29","1015"
"3094","29","1027"
"5","30","1"
"94","30","33"
"184","30","67"
"210","30","74"
"237","30","86"
"379","30","138"
"387","30","141"
"401","30","145"
"406","30","147"
"430","30","155"
"536","30","189"
"585","30","205"
"807","30","270"
"855","30","286"
"859","30","287"
"873","30","291"
"985","30","324"
"1114","30","359"
"1167","30","378"
"1206","30","388"
"1426","30","460"
"1468","30","471"
"1703","30","550"
"1719","30","556"
"1790","30","576"
"1870","30","600"
"1959","30","627"
"1975","30","633"
"1984","30","636"
"2003","30","643"
"2170","30","687"
"2229","30","705"
"2311","30","734"
"2359","30","745"
"2474","30","788"
"2683","30","856"
"2703","30","863"
"2739","30","876"
"2763","30","888"
"2874","30","939"
"3057","30","1011"
"3","31","1"
"57","31","18"
"70","31","24"
"73","31","25"
"84","31","29"
"100","31","35"
"112","31","41"
"114","31","42"
"117","31","44"
"132","31","49"
"142","31","53"
"144","31","54"
"146","31","55"
"151","31","57"
"158","31","59"
"163","31","61"
"165","31","62"
"234","31","85"
"275","31","103"
"291","31","110"
"294","31","111"
"327","31","120"
"348","31","126"
"377","31","138"
"389","31","142"
"413","31","150"
"446","31","160"
"481","31","172"
"528","31","186"
"537","31","189"
"611","31","211"
"644","31","222"
"653","31","227"
"697","31","240"
"777","31","262"
"779","31","263"
"803","31","269"
"805","31","270"
"809","31","270"
"3103","31","277"
"841","31","281"
"857","31","287"
"890","31","297"
"893","31","298"
"895","31","299"
"926","31","307"
"928","31","308"
"979","31","322"
"982","31","323"
"986","31","324"
"1005","31","328"
"1018","31","331"
"1037","31","336"
"1043","31","338"
"3109","31","344"
"1104","31","356"
"1112","31","359"
"1204","31","388"
"1241","31","401"
"1246","31","403"
"1292","31","420"
"1299","31","422"
"1362","31","442"
"1369","31","444"
"1403","31","454"
"1424","31","460"
"1449","31","465"
"1518","31","486"
"1539","31","493"
"1541","31","494"
"1550","31","497"
"1577","31","505"
"1582","31","507"
"1591","31","510"
"1596","31","512"
"1599","31","513"
"1617","31","519"
"1629","31","523"
"1638","31","527"
"1647","31","529"
"1655","31","534"
"1675","31","540"
"1681","31","542"
"1684","31","544"
"1717","31","555"
"1735","31","561"
"1757","31","567"
"1762","31","569"
"1785","31","574"
"1812","31","584"
"1830","31","588"
"1833","31","589"
"1873","31","603"
"1885","31","606"
"1888","31","608"
"1915","31","617"
"1928","31","620"
"1961","31","628"
"1964","31","630"
"1969","31","632"
"1971","31","633"
"2005","31","644"
"2011","31","645"
"2024","31","649"
"2029","31","651"
"2036","31","653"
"2099","31","666"
"2139","31","680"
"2141","31","681"
"2166","31","687"
"2173","31","689"
"2186","31","692"
"2191","31","694"
"2194","31","695"
"2223","31","703"
"2235","31","707"
"2265","31","715"
"2267","31","716"
"2278","31","725"
"2284","31","726"
"2306","31","734"
"2333","31","739"
"2414","31","766"
"2475","31","788"
"2523","31","803"
"2544","31","810"
"2595","31","827"
"2608","31","834"
"2653","31","848"
"2660","31","850"
"2673","31","852"
"2675","31","853"
"2686","31","857"
"2720","31","869"
"2726","31","871"
"2728","31","872"
"2736","31","875"
"2745","31","879"
"2757","31","885"
"2760","31","886"
"2765","31","888"
"2770","31","891"
"2779","31","894"
"2816","31","913"
"2837","31","922"
"2840","31","923"
"2852","31","928"
"2866","31","936"
"2869","31","937"
"2875","31","939"
"2880","31","941"
"2894","31","946"
"2904","31","950"
"2911","31","953"
"2927","31","959"
"2936","31","965"
"2959","31","972"
"2963","31","973"
"2985","31","981"
"2996","31","985"
"2999","31","987"
"3001","31","988"
"3052","31","1008"
"59","32","18"
"71","32","24"
"81","32","28"
"85","32","29"
"99","32","35"
"118","32","44"
"159","32","59"
"166","32","62"
"235","32","85"
"292","32","110"
"295","32","111"
"328","32","120"
"349","32","126"
"414","32","150"
"610","32","211"
"698","32","240"
"842","32","281"
"891","32","297"
"896","32","299"
"929","32","308"
"980","32","322"
"983","32","323"
"1019","32","331"
"1038","32","336"
"1293","32","420"
"1363","32","442"
"1425","32","460"
"1551","32","497"
"1583","32","507"
"1597","32","512"
"1656","32","534"
"1786","32","574"
"1831","32","588"
"1834","32","589"
"1874","32","603"
"1917","32","617"
"1962","32","628"
"1972","32","633"
"2006","32","644"
"2008","32","645"
"2025","32","649"
"2030","32","651"
"2037","32","653"
"2142","32","681"
"2167","32","687"
"2192","32","694"
"2224","32","703"
"2268","32","716"
"2279","32","725"
"2285","32","726"
"2286","32","726"
"2308","32","734"
"2334","32","739"
"2609","32","834"
"2654","32","848"
"2676","32","853"
"2700","32","862"
"2721","32","869"
"2737","32","875"
"2746","32","879"
"2758","32","885"
"2771","32","891"
"2838","32","922"
"2853","32","928"
"2867","32","936"
"2871","32","937"
"2882","32","941"
"2895","32","946"
"2905","32","950"
"2912","32","953"
"2928","32","959"
"2937","32","965"
"2960","32","972"
"2964","32","973"
"2986","32","981"
"4","33","1"
"58","33","18"
"76","33","26"
"82","33","28"
"86","33","29"
"91","33","31"
"102","33","36"
"107","33","37"
"140","33","52"
"156","33","58"
"167","33","62"
"172","33","64"
"177","33","65"
"182","33","66"
"186","33","68"
"194","33","70"
"228","33","81"
"230","33","83"
"232","33","84"
"246","33","91"
"272","33","101"
"287","33","108"
"289","33","109"
"307","33","115"
"315","33","117"
"345","33","125"
"350","33","126"
"409","33","148"
"469","33","168"
"472","33","169"
"479","33","171"
"506","33","179"
"510","33","180"
"524","33","184"
"526","33","185"
"538","33","189"
"613","33","211"
"623","33","214"
"726","33","247"
"729","33","248"
"748","33","252"
"758","33","255"
"810","33","270"
"861","33","287"
"987","33","324"
"1051","33","340"
"1127","33","363"
"1207","33","388"
"1632","33","524"
"1708","33","552"
"1783","33","573"
"1876","33","603"
"1986","33","637"
"2009","33","645"
"2049","33","657"
"2102","33","667"
"2105","33","668"
"2221","33","702"
"2276","33","724"
"2282","33","725"
"2289","33","727"
"2309","33","734"
"2336","33","739"
"2338","33","740"
"2343","33","741"
"2347","33","742"
"2352","33","743"
"2378","33","752"
"2381","33","754"
"2406","33","763"
"2436","33","776"
"2441","33","777"
"2443","33","778"
"2446","33","779"
"2458","33","782"
"2476","33","788"
"2478","33","789"
"2583","33","822"
"2593","33","826"
"2606","33","833"
"2611","33","834"
"2651","33","847"
"2701","33","862"
"2718","33","868"
"2747","33","879"
"2749","33","880"
"2751","33","881"
"2766","33","888"
"2772","33","891"
"2783","33","897"
"2814","33","911"
"2818","33","914"
"2820","33","915"
"2842","33","924"
"2846","33","926"
"2850","33","927"
"2857","33","931"
"2860","33","933"
"2863","33","934"
"2872","33","937"
"2876","33","939"
"2881","33","941"
"2884","33","942"
"2886","33","943"
"2890","33","945"
"2896","33","946"
"2898","33","947"
"2900","33","948"
"2902","33","949"
"2930","33","960"
"2934","33","964"
"2939","33","966"
"2961","33","972"
"2983","33","980"
"2987","33","981"
"2989","33","982"
"2991","33","983"
"3003","33","990"
"3007","33","992"
"3025","33","997"
"3028","33","998"
"3088","33","1025"
